Date;Producto ;Cantidad;Cantidad_prom;Precio;Total_Venta;Kilometraje
25/04/2020;Diesel;2495,61;15,36;8190,56;20423473,00;128095,34
26/04/2020;Diesel;288,94;12,73;7896,56;2264007,00;206135,50
27/04/2020;Diesel;2779,67;18,06;8190,58;22723716,00;121930,86
28/04/2020;Diesel;3031,41;14,18;8192,39;24809667,00;131358,84
29/04/2020;Diesel;3483,61;14,64;8173,35;28433041,00;190048,39
30/04/2020;Diesel;2928,99;14,82;8185,35;23910091,00;153448,71
01/05/2020;Diesel;1829,93;15,02;8224,18;15039539,00;117343,46
02/05/2020;Diesel;2492,38;13,46;8193,84;20415366,00;130090,75
03/05/2020;Diesel;492,49;12,91;7833,62;3881478,00;176363,88
04/05/2020;Diesel;2953,97;30,78;8196,99;24174445,00;135077,42
05/05/2020;Diesel;3313,31;14,07;8180,99;27065191,00;126748,87
06/05/2020;Diesel;3227,21;14,73;8191,33;26340092,00;138285,12
07/05/2020;Diesel;3068,99;14,67;8157,68;24962886,00;129830,81
08/05/2020;Diesel;3158,08;14,61;8187,68;25809135,00;544155,88
09/05/2020;Diesel;200,18;15,04;8268,53;1647466,00;125741,00
10/05/2020;Diesel;2344,89;15,40;8145,26;19125813,29;196600,43
11/05/2020;Diesel;796,12;15,92;8253,88;6556134,00;116074,86
12/05/2020;Diesel;2894,42;15,56;8170,59;23620256,00;153401,47
13/05/2020;Diesel;3022,29;14,46;8165,81;24611895,00;128066,56
14/05/2020;Diesel;2806,14;13,69;8158,11;22839730,00;141921,92
15/05/2020;Diesel;3148,99;15,44;8172,17;25672509,00;141860,02
16/05/2020;Diesel;2912,47;14,86;8190,14;23784025,00;131103,77
17/05/2020;Diesel;113,55;22,71;8215,80;930707,00;190356,60
18/05/2020;Diesel;1625,17;18,90;8083,58;13131390,00;135481,93
19/05/2020;Diesel;3299,66;14,10;8196,24;27014689,00;130421,96
20/05/2020;Diesel;3317,03;15,57;8173,66;27060707,00;125205,06
21/05/2020;Diesel;2929,34;13,88;8177,44;23942563,00;131324,77
22/05/2020;Diesel;3044,82;14,64;8178,54;24860063,00;136677,10
23/05/2020;Diesel;3340,27;15,25;8183,96;27292180,00;130741,60
24/05/2020;Diesel;202,90;14,49;8333,58;1679678,00;115417,50
25/05/2020;Diesel;1057,81;17,63;8103,84;8526387,00;167157,22
26/05/2020;Diesel;2939,41;13,36;8147,12;23866664,00;137182,32
27/05/2020;Diesel;3254,07;15,14;8195,34;26608176,00;134787,28
28/05/2020;Diesel;3285,24;14,73;8173,96;26798156,00;136613,19
29/05/2020;Diesel;3199,48;14,74;8182,87;26090013,00;152836,58
30/05/2020;Diesel;2640,23;14,12;8196,94;21596680,00;133949,09
31/05/2020;Diesel;171,01;17,10;7880,60;1345824,00;119835,70
01/06/2020;Diesel;2947,55;14,81;8199,76;24088239,00;128710,59
02/06/2020;Diesel;3242,78;14,54;8184,99;26438877,00;153049,43
03/06/2020;Diesel;3090,39;15,77;8184,38;25230703,00;150348,60
04/06/2020;Diesel;3078,11;14,06;8162,24;25023532,00;177400,21
05/06/2020;Diesel;3259,48;15,23;8193,71;26612947,00;132315,81
06/06/2020;Diesel;2882,17;13,86;8198,10;23592888,00;137780,23
07/06/2020;Diesel;264,89;20,38;8029,24;2108406,00;141910,46
08/06/2020;Diesel;3094,46;15,24;8201,05;25259955,00;137356,81
09/06/2020;Diesel;3103,75;14,71;8195,14;25365984,00;149457,71
10/06/2020;Diesel;3143,08;16,20;8177,81;25614250,00;129274,58
11/06/2020;Diesel;3157,24;14,96;8193,73;25762120,00;133537,97
12/06/2020;Diesel;3052,60;15,74;8204,52;24933601,00;130667,08
13/06/2020;Diesel;2920,98;14,60;8166,91;23798505,00;216999,74
14/06/2020;Diesel;237,91;19,83;8018,84;1895954,00;187836,75
15/06/2020;Diesel;1260,54;15,37;8131,29;10227690,00;127822,67
16/06/2020;Diesel;3085,85;14,76;8215,45;25316157,00;134632,42
17/06/2020;Diesel;3107,96;14,94;8147,87;25244499,00;132562,78
18/06/2020;Diesel;3103,40;14,64;8177,44;25311512,00;140998,88
19/06/2020;Diesel;3175,36;16,12;8198,63;25987108,00;155845,42
20/06/2020;Diesel;3052,23;14,67;8172,92;24862886,00;151612,65
21/06/2020;Diesel;135,24;27,05;8265,40;1123190,00;148861,00
22/06/2020;Diesel;754,57;22,87;7957,67;6081734,00;135709,36
23/06/2020;Diesel;3208,02;15,28;8183,76;26218747,00;132282,31
24/06/2020;Diesel;2882,35;15,17;8176,11;23523665,00;122920,05
25/06/2020;Diesel;3069,40;15,50;8157,87;24974533,00;128889,57
26/06/2020;Diesel;3118,54;15,21;8200,97;25485185,00;520962,53
27/06/2020;Diesel;2762,96;14,17;8202,11;22592002,00;122626,93
28/06/2020;Diesel;79,88;15,98;8167,20;664259,00;172678,80
29/06/2020;Diesel;1525,79;16,06;8106,22;12320021,00;143233,35
30/06/2020;Diesel;2972,85;15,09;8183,88;24247182,00;128805,47
01/07/2020;Diesel;3147,47;15,66;8195,52;25740691,00;165004,71
02/07/2020;Diesel;3045,47;15,15;8170,13;24811513,00;132383,36
03/07/2020;Diesel;2815,15;15,05;8196,64;23032176,00;165691,82
04/07/2020;Diesel;3008,97;15,43;8179,72;24575244,00;121349,26
05/07/2020;Diesel;232,57;23,26;7978,99;1848041,00;152075,80
06/07/2020;Diesel;2922,59;15,63;8152,33;23748994,00;153273,88
07/07/2020;Diesel;2861,96;14,60;8187,12;23400560,00;131257,03
08/07/2020;Diesel;3161,21;15,57;8176,55;25740643,00;156982,47
09/07/2020;Diesel;2679,73;14,81;8156,62;21754557,00;132439,64
10/07/2020;Diesel;3054,90;15,91;8166,43;24887258,00;139195,97
11/07/2020;Diesel;3018,90;15,25;8075,01;24317233,00;135112,38
12/07/2020;Diesel;582,88;36,43;8048,49;4655314,00;182096,31
13/07/2020;Diesel;2670,88;15,18;8052,14;21388958,00;144169,35
14/07/2020;Diesel;3315,13;15,49;8049,86;26658919,00;139673,55
15/07/2020;Diesel;2840,59;15,35;8044,35;22763868,00;129906,76
16/07/2020;Diesel;2947,27;14,81;8062,27;23699255,00;129374,95
17/07/2020;Diesel;2916,13;14,88;8046,61;23372053,00;125924,29
18/07/2020;Diesel;2559,51;14,22;8059,24;20564158,00;241947,11
19/07/2020;Diesel;224,64;28,08;7832,38;1772908,00;147212,63
20/07/2020;Diesel;1076,80;16,57;7958,40;8572260,00;144744,05
21/07/2020;Diesel;2965,59;15,05;8068,09;23906779,00;174472,06
22/07/2020;Diesel;3203,36;15,40;8034,94;25657676,00;125307,00
23/07/2020;Diesel;3178,40;16,05;8053,85;25525335,00;145164,94
24/07/2020;Diesel;2939,83;14,92;8068,26;23642992,00;132346,19
25/07/2020;Diesel;2330,53;14,21;8043,28;18689694,00;121103,57
26/07/2020;Diesel;326,21;17,17;7947,94;2589654,00;122335,68
27/07/2020;Diesel;3506,94;15,87;8036,78;28089593,00;128894,16
28/07/2020;Diesel;3254,64;16,19;8059,10;26168119,00;137632,50
29/07/2020;Diesel;2684,77;14,43;8029,65;21515789,00;129502,95
30/07/2020;Diesel;3465,37;16,19;8027,92;27705239,00;133074,29
31/07/2020;Diesel;3341,70;16,07;8040,93;26871585,00;137959,53
01/08/2020;Diesel;2760,38;14,68;8053,66;22170587,00;127974,80
02/08/2020;Diesel;196,38;19,64;7931,11;1573803,00;120449,50
03/08/2020;Diesel;3022,58;14,74;8010,01;24201461,00;145873,18
04/08/2020;Diesel;3273,73;15,82;8054,63;26277156,00;128829,93
05/08/2020;Diesel;3243,48;15,67;7991,17;25883390,00;127679,55
06/08/2020;Diesel;3258,54;15,23;8026,58;26084050,00;133082,23
07/08/2020;Diesel;2136,51;15,05;8045,32;17149477,00;131375,01
08/08/2020;Diesel;2913,31;14,01;8041,23;23404153,00;147265,83
09/08/2020;Diesel;282,55;31,39;7875,44;2232415,00;169047,56
10/08/2020;Diesel;3362,54;15,86;8005,78;26809495,00;131442,35
11/08/2020;Diesel;3424,67;15,57;8043,73;27457316,00;141257,35
12/08/2020;Diesel;3150,60;15,67;8040,57;25240659,00;126025,76
13/08/2020;Diesel;3372,01;15,05;8030,19;26982909,00;138903,98
14/08/2020;Diesel;3350,25;16,59;8042,50;26895469,00;136263,17
15/08/2020;Diesel;2774,33;13,47;8018,12;22198567,00;138858,74
16/08/2020;Diesel;106,08;26,52;8273,75;876011,00;122890,50
17/08/2020;Diesel;1042,16;17,97;7949,26;8256168,00;157244,72
18/08/2020;Diesel;3605,25;14,90;8051,04;28981293,00;137590,31
19/08/2020;Diesel;3217,16;15,18;8042,40;25792767,00;135808,08
20/08/2020;Diesel;3042,79;14,70;8017,34;24342721,00;139393,90
21/08/2020;Diesel;3511,87;16,33;8044,22;28164018,00;142117,61
22/08/2020;Diesel;3176,10;14,84;8023,43;25438204,00;134719,40
23/08/2020;Diesel;113,74;22,75;8040,60;914810,00;150367,00
24/08/2020;Diesel;3351,35;15,88;8025,61;26823832,00;132800,27
25/08/2020;Diesel;3105,06;14,38;8044,53;24929323,00;143137,33
26/08/2020;Diesel;3030,85;15,08;8039,14;24292384,00;130099,60
27/08/2020;Diesel;3253,13;14,85;8028,12;26089638,00;149179,16
28/08/2020;Diesel;3087,25;15,28;8035,47;24673440,00;136559,99
29/08/2020;Diesel;2972,23;13,95;8021,85;23805364,00;132821,36
30/08/2020;Diesel;137,67;19,67;8007,43;1104198,00;167178,00
31/08/2020;Diesel;3081,75;15,03;8050,82;24779014,00;138952,31
01/09/2020;Diesel;3191,90;15,20;8024,33;25562002,00;138550,49
02/09/2020;Diesel;2991,25;14,88;8025,99;23931889,00;134723,87
03/09/2020;Diesel;3342,81;15,48;8034,03;26827496,00;137593,78
04/09/2020;Diesel;2988,45;15,09;8039,46;23953083,00;138241,88
05/09/2020;Diesel;3312,49;15,48;8012,08;26496994,00;147648,13
06/09/2020;Diesel;277,98;27,80;8068,00;2231754,00;151897,90
07/09/2020;Diesel;3205,23;15,12;8024,29;25634428,00;139744,17
08/09/2020;Diesel;3229,93;14,75;8030,08;25879537,00;145402,29
09/09/2020;Diesel;3092,04;15,38;8004,11;24638466,00;150786,11
10/09/2020;Diesel;3551,17;16,36;8006,27;28380196,00;130064,59
11/09/2020;Diesel;3279,71;15,47;8037,23;26288455,00;133745,99
12/09/2020;Diesel;3049,24;14,52;7985,91;24276255,00;141780,38
13/09/2020;Diesel;117,35;23,47;8040,61;940721,00;137255,80
14/09/2020;Diesel;2980,65;15,13;8027,12;23892232,00;142151,99
15/09/2020;Diesel;3470,29;15,09;8009,70;27713297,00;151084,81
16/09/2020;Diesel;2798,59;14,21;8042,55;22424086,00;123936,14
17/09/2020;Diesel;3449,50;15,75;8012,99;27545244,00;185200,04
18/09/2020;Diesel;3048,87;14,80;8034,24;24458863,00;145119,24
19/09/2020;Diesel;3158,25;15,11;8023,47;25278494,00;138951,61
20/09/2020;Diesel;220,12;27,52;7875,51;1730933,00;189984,75
21/09/2020;Diesel;2045,95;21,31;7929,95;16230139,00;266503,24
22/09/2020;Diesel;3433,45;15,13;8030,97;27511730,00;144427,40
23/09/2020;Diesel;2977,02;14,81;8009,12;23785703,00;141967,07
24/09/2020;Diesel;3295,70;14,78;8014,01;26332143,00;141672,40
25/09/2020;Diesel;3020,59;14,38;8045,29;24229443,00;150046,11
26/09/2020;Diesel;2973,38;14,94;8019,15;23770283,00;136544,73
27/09/2020;Diesel;547,54;34,22;7861,57;4337391,00;168676,81
28/09/2020;Diesel;3271,10;15,36;8040,53;26236991,00;134564,95
29/09/2020;Diesel;3324,64;15,32;8011,41;26556605,00;140119,47
30/09/2020;Diesel;2938,86;14,34;8029,93;23502304,00;148036,53
01/10/2020;Diesel;3373,48;15,26;7986,14;26914613,00;140426,74
02/10/2020;Diesel;2981,03;14,68;8018,49;23861332,00;148834,31
03/10/2020;Diesel;2977,40;14,45;8023,13;23823093,00;146987,32
04/10/2020;Diesel;522,39;37,31;7784,79;4077289,00;158060,71
05/10/2020;Diesel;3086,00;14,35;7992,35;24621882,00;148559,39
06/10/2020;Diesel;3644,02;15,06;7999,37;29024506,00;153258,62
07/10/2020;Diesel;2739,50;14,05;7998,60;21856648,00;144535,83
08/10/2020;Diesel;3406,09;14,87;8031,67;27294715,00;160524,46
09/10/2020;Diesel;3088,81;14,78;8004,83;24656995,00;142407,29
10/10/2020;Diesel;3144,58;14,10;8009,33;25130412,00;136880,63
11/10/2020;Diesel;469,40;58,67;8084,75;3715364,00;136125,88
12/10/2020;Diesel;982,58;13,28;7909,77;7779114,00;136617,57
13/10/2020;Diesel;3318,66;14,30;8018,88;26519155,00;141583,30
14/10/2020;Diesel;2825,62;14,57;8005,43;22529585,00;158284,00
15/10/2020;Diesel;3451,06;15,69;7999,75;27513948,00;142458,47
16/10/2020;Diesel;3556,17;16,31;7995,81;28291059,00;151982,10
17/10/2020;Diesel;3155,83;14,82;8002,25;25168785,00;141600,16
18/10/2020;Diesel;412,73;41,27;7866,30;3217974,00;199492,10
19/10/2020;Diesel;3079,31;14,39;8011,28;24597339,00;184479,11
20/10/2020;Diesel;3100,68;14,29;8009,17;24778182,00;151169,46
21/10/2020;Diesel;3157,98;14,97;8009,00;25139744,00;124110,96
22/10/2020;Diesel;2928,51;13,62;8020,85;23430236,00;143432,95
23/10/2020;Diesel;3289,60;15,74;8007,10;26244925,00;138021,48
24/10/2020;Diesel;2761,75;13,67;8000,41;22033207,00;135179,66
25/10/2020;Diesel;416,25;32,02;7965,30;3276002,00;176367,69
26/10/2020;Diesel;3072,91;14,43;8025,72;24591994,00;148947,40
27/10/2020;Diesel;3518,40;16,07;7980,27;27845046,00;144192,21
28/10/2020;Diesel;2740,53;14,13;8006,48;21864155,00;144792,53
29/10/2020;Diesel;3209,79;14,93;8026,26;25745595,00;146069,73
30/10/2020;Diesel;3326,40;15,47;8054,38;26649639,00;141979,52
31/10/2020;Diesel;2713,63;13,17;8055,25;21760075,00;140434,16
01/11/2020;Diesel;515,31;57,26;8123,11;4102125,00;188949,44
02/11/2020;Diesel;1240,33;12,40;7996,50;9880608,00;125910,60
03/11/2020;Diesel;3092,96;14,06;8018,77;24750499,00;145504,94
04/11/2020;Diesel;3239,38;16,70;7973,09;25625089,00;142509,80
05/11/2020;Diesel;3798,48;15,19;7993,94;30312412,00;136168,35
06/11/2020;Diesel;3297,20;15,26;7987,05;26237537,00;144155,35
07/11/2020;Diesel;2736,02;14,03;7992,22;21756639,00;139473,85
08/11/2020;Diesel;461,23;38,44;7794,50;3597019,00;198400,83
09/11/2020;Diesel;2970,08;14,70;8004,59;23685051,00;145600,98
10/11/2020;Diesel;2983,08;14,14;7995,70;23764592,00;137729,91
11/11/2020;Diesel;3277,33;16,14;7994,26;26051488,00;149661,11
12/11/2020;Diesel;3425,57;15,22;8001,95;27237675,00;140872,84
13/11/2020;Diesel;2983,72;14,07;8003,33;23758780,00;146464,70
14/11/2020;Diesel;2569,03;13,31;7985,38;20419022,00;141655,59
15/11/2020;Diesel;529,27;31,13;7813,12;4121890,00;175427,00
16/11/2020;Diesel;1420,69;13,28;7996,80;11322557,00;136746,77
17/11/2020;Diesel;3135,70;13,69;8008,13;25069245,00;152777,03
18/11/2020;Diesel;2950,09;14,53;7975,70;23383469,00;133424,42
19/11/2020;Diesel;3331,74;14,49;7977,30;26438189,00;143772,93
20/11/2020;Diesel;3222,32;15,06;8013,25;25723740,00;146933,01
21/11/2020;Diesel;2978,18;14,67;7953,48;23523330,00;177263,18
22/11/2020;Diesel;428,90;42,89;8145,40;3424560,00;196512,20
23/11/2020;Diesel;3148,79;14,44;8018,56;25136096,00;143928,58
24/11/2020;Diesel;3223,86;14,33;7986,44;25638317,00;157770,08
25/11/2020;Diesel;3154,31;14,74;7984,77;25080970,00;145541,51
26/11/2020;Diesel;3010,25;14,13;8001,03;24049088,00;144736,66
27/11/2020;Diesel;3431,12;16,18;8023,10;27408164,00;148571,68
28/11/2020;Diesel;2818,81;14,16;8011,76;22528638,00;170983,19
29/11/2020;Diesel;546,60;54,66;8127,00;4288927,00;197464,50
30/11/2020;Diesel;3128,83;15,04;8054,65;25080079,00;143581,30
01/12/2020;Diesel;3353,65;14,64;7994,16;26680968,00;194418,64
02/12/2020;Diesel;3171,74;15,18;7969,58;25197435,00;157733,84
03/12/2020;Diesel;3520,83;14,67;7969,70;28004705,00;146513,00
04/12/2020;Diesel;3344,47;15,13;8000,29;26635878,00;141881,56
05/12/2020;Diesel;3146,97;15,06;7982,32;25050254,00;142754,16
06/12/2020;Diesel;678,35;21,20;7928,14;5350115,00;296855,94
07/12/2020;Diesel;3290,24;14,96;7993,91;26252502,00;144029,35
08/12/2020;Diesel;1989,09;14,63;8003,97;15856975,00;133534,61
09/12/2020;Diesel;3267,83;14,85;7975,36;25968623,00;145817,99
10/12/2020;Diesel;3538,93;15,12;8010,20;28282835,00;141036,24
11/12/2020;Diesel;3631,21;16,51;7979,11;28784511,00;150836,83
12/12/2020;Diesel;2877,02;14,17;7964,24;22840445,00;146921,74
13/12/2020;Diesel;615,50;27,98;7999,50;4874963,00;151483,27
14/12/2020;Diesel;3288,62;14,75;7996,90;26247332,00;139496,57
15/12/2020;Diesel;3204,27;14,30;7994,82;25518020,00;151985,28
16/12/2020;Diesel;3158,27;15,33;7979,76;25141417,00;136784,34
17/12/2020;Diesel;3344,33;15,00;7995,19;26690533,00;167563,47
18/12/2020;Diesel;2995,12;14,00;8005,63;23905920,00;148330,70
19/12/2020;Diesel;2905,55;14,82;8040,94;23315645,00;146121,55
20/12/2020;Diesel;1471,55;13,14;7999,29;11720625,00;151973,82
21/12/2020;Diesel;3751,62;16,60;7976,16;29753629,00;149234,23
22/12/2020;Diesel;2998,06;14,01;7991,50;23880216,00;160991,20
23/12/2020;Diesel;3468,83;16,60;7983,85;27646827,00;163495,67
24/12/2020;Diesel;2599,07;13,26;8046,83;20871225,00;150785,61
25/12/2020;Diesel;42,55;42,55;8310,00;353582,00;0,00
26/12/2020;Diesel;2946,06;13,83;8029,45;23609572,00;144253,96
27/12/2020;Diesel;1065,30;14,20;8039,07;8593383,00;145937,60
28/12/2020;Diesel;3207,94;14,92;8016,17;25684092,00;144384,54
29/12/2020;Diesel;3223,51;14,46;8009,01;25763972,00;149279,22
30/12/2020;Diesel;3207,60;15,06;8031,57;25666834,00;143599,93
31/12/2020;Diesel;2066,01;11,54;8051,62;16603531,00;163117,66
01/01/2021;Diesel;162,23;54,08;8018,80;1300890,00;220610,00
02/01/2021;Diesel;1698,40;13,48;8076,91;13717849,00;154201,27
03/01/2021;Diesel;319,56;16,82;8181,77;2614551,00;163577,21
04/01/2021;Diesel;3096,58;14,47;8082,87;25029292,00;470702,26
05/01/2021;Diesel;3179,90;14,39;8050,84;25600853,00;144740,88
06/01/2021;Diesel;2881,09;14,77;8059,43;23219919,00;218065,62
07/01/2021;Diesel;3043,59;13,96;8085,53;24609054,00;144884,67
08/01/2021;Diesel;3008,44;14,89;8041,41;24192106,00;169600,93
09/01/2021;Diesel;2701,73;13,93;8073,99;21813703,00;147448,09
10/01/2021;Diesel;291,65;58,33;8036,86;2343910,00;194237,80
11/01/2021;Diesel;1426,28;13,09;8061,87;11498503,00;153252,46
12/01/2021;Diesel;3270,98;14,22;8074,57;26411764,00;177171,46
13/01/2021;Diesel;2671,46;13,77;8087,68;21605870,00;140229,61
14/01/2021;Diesel;3063,76;14,52;8083,74;24766632,00;145582,85
15/01/2021;Diesel;2908,95;14,92;8062,34;23452966,00;173103,32
16/01/2021;Diesel;3096,19;15,64;8020,61;24833306,00;157014,30
17/01/2021;Diesel;158,66;26,44;8093,95;1284219,00;320719,00
18/01/2021;Diesel;2818,91;14,24;8077,19;22768838,00;348204,56
19/01/2021;Diesel;2783,84;14,20;8096,70;22539955,00;337720,20
20/01/2021;Diesel;2984,25;15,62;8031,26;23967293,00;336799,06
21/01/2021;Diesel;3020,69;13,67;8098,86;24464166,00;147209,45
22/01/2021;Diesel;3000,10;15,23;8074,00;24222819,00;145851,88
23/01/2021;Diesel;2640,97;13,76;8057,38;21279326,00;151422,37
24/01/2021;Diesel;288,25;24,02;8063,05;2324166,00;178575,83
25/01/2021;Diesel;3284,17;15,35;8089,56;26567470,00;315987,10
26/01/2021;Diesel;2968,15;14,13;8070,22;23953577,00;266647,26
27/01/2021;Diesel;2745,55;14,01;8076,84;22175394,00;338786,31
28/01/2021;Diesel;3204,18;14,18;8107,41;25977592,00;144106,79
29/01/2021;Diesel;3195,43;15,51;8120,84;25949567,00;324390,68
30/01/2021;Diesel;2614,85;12,57;8134,92;21271617,00;149588,33
31/01/2021;Diesel;178,66;25,52;8263,01;1476252,00;215000,29
01/02/2021;Diesel;3205,48;14,84;8108,33;25991091,00;343369,22
02/02/2021;Diesel;3202,06;15,03;8099,30;25934406,00;159263,69
03/02/2021;Diesel;3050,15;14,66;8053,94;24565769,00;314670,82
04/02/2021;Diesel;2978,99;13,92;8083,43;24080456,00;153590,01
05/02/2021;Diesel;3138,09;15,31;8071,86;25330234,00;327300,90
06/02/2021;Diesel;2604,33;12,70;8172,66;21284339,00;147376,34
07/02/2021;Diesel;291,02;32,34;8371,53;2436259,00;227477,44
08/02/2021;Diesel;3054,85;15,27;8227,35;25133302,00;329475,37
09/02/2021;Diesel;3180,81;14,39;8187,82;26043878,00;143698,02
10/02/2021;Diesel;2857,13;14,80;8218,75;23482016,00;142513,69
11/02/2021;Diesel;3082,41;14,01;8215,23;25322699,00;151109,31
12/02/2021;Diesel;3128,19;14,83;8204,38;25664886,00;148326,94
13/02/2021;Diesel;2683,69;13,69;8218,76;22056623,00;329025,43
14/02/2021;Diesel;202,58;28,94;8025,69;1625853,00;231062,71
15/02/2021;Diesel;3027,50;14,70;8247,52;24969371,00;165713,58
16/02/2021;Diesel;2995,62;13,80;8163,99;24456173,00;164121,99
17/02/2021;Diesel;3043,65;14,92;8170,67;24868648,00;147048,47
18/02/2021;Diesel;2908,31;13,98;8202,78;23856239,00;154021,45
19/02/2021;Diesel;3151,15;14,93;8212,49;25878768,00;144207,01
20/02/2021;Diesel;2915,82;14,02;8212,23;23945389,00;167521,99
21/02/2021;Diesel;333,10;47,59;8152,99;2715738,00;215646,71
22/02/2021;Diesel;2719,88;13,14;8195,79;22291519,00;147880,98
23/02/2021;Diesel;3046,25;14,58;8215,77;25027282,00;168133,81
24/02/2021;Diesel;2688,55;14,15;8209,51;22071661,00;149876,32
25/02/2021;Diesel;3191,75;14,12;8209,26;26201868,00;154609,94
26/02/2021;Diesel;3564,25;17,39;8181,86;29162221,00;145740,48
27/02/2021;Diesel;2777,02;13,68;8269,54;22964647,00;156629,73
28/02/2021;Diesel;495,08;41,26;8262,10;4090419,00;210207,58
01/03/2021;Diesel;2876,08;13,83;8247,40;23720162,00;151117,18
02/03/2021;Diesel;3294,22;14,58;8187,36;26970998,00;154629,33
03/03/2021;Diesel;2889,40;15,45;8211,18;23725361,00;152579,01
04/03/2021;Diesel;2902,10;13,44;8217,89;23849108,00;167813,69
05/03/2021;Diesel;3198,27;15,30;8213,09;26267654,00;281644,22
06/03/2021;Diesel;3102,24;15,13;8140,55;25253889,00;219697,33
07/03/2021;Diesel;310,37;38,80;8209,23;2547924,00;188408,50
08/03/2021;Diesel;2759,28;14,52;8215,85;22669819,00;160846,26
09/03/2021;Diesel;3036,20;13,86;8219,58;24956302,00;201274,37
10/03/2021;Diesel;3138,64;16,69;8177,89;25667478,00;158777,59
11/03/2021;Diesel;2982,04;13,37;8217,88;24506039,00;156629,66
12/03/2021;Diesel;2746,20;14,61;8209,77;22545661,00;148509,52
13/03/2021;Diesel;2641,24;12,88;8265,22;21830465,00;158481,61
14/03/2021;Diesel;343,55;38,17;8353,16;2869704,00;235530,78
15/03/2021;Diesel;2749,82;13,68;8323,00;22886772,00;159293,41
16/03/2021;Diesel;2965,33;13,60;8356,12;24778642,00;175849,94
17/03/2021;Diesel;2479,65;13,85;8310,97;20608283,00;155118,09
18/03/2021;Diesel;3400,91;14,47;8357,44;28422899,00;177270,93
19/03/2021;Diesel;2847,77;14,60;8360,86;23809842,00;239886,53
20/03/2021;Diesel;2819,28;13,24;8296,51;23390159,00;173545,47
21/03/2021;Diesel;299,66;42,81;8526,49;2555039,00;178738,00
22/03/2021;Diesel;1625,56;13,55;8391,08;13640169,00;175509,00
23/03/2021;Diesel;2747,49;12,66;8428,64;23157590,00;148666,53
24/03/2021;Diesel;2991,27;14,52;8403,57;25137336,00;153258,18
25/03/2021;Diesel;3215,95;13,80;8367,71;26910105,00;199873,26
26/03/2021;Diesel;3063,11;14,66;8391,83;25705122,00;146703,48
27/03/2021;Diesel;2851,76;13,58;8404,59;23967876,00;152381,09
28/03/2021;Diesel;987,81;15,68;8300,63;8199433,00;180024,67
29/03/2021;Diesel;3250,60;14,38;8374,93;27223529,00;148797,28
30/03/2021;Diesel;3113,61;14,35;8379,12;26089287,00;202391,72
31/03/2021;Diesel;3118,11;14,64;8419,10;26251694,00;152789,40
01/04/2021;Diesel;2408,94;13,84;8411,39;20262531,00;140489,31
02/04/2021;Diesel;246,02;30,75;8121,11;1997988,00;217042,13
03/04/2021;Diesel;2865,60;12,57;8321,32;23845583,00;161374,14
04/04/2021;Diesel;243,12;13,51;8296,61;2017079,00;174136,39
05/04/2021;Diesel;2586,06;13,06;8359,52;21618181,00;165176,55
06/04/2021;Diesel;3254,70;14,40;8323,16;27089410,00;172453,08
07/04/2021;Diesel;3005,65;15,10;8317,73;25000175,00;190744,70
08/04/2021;Diesel;3347,82;14,31;8340,99;27924075,00;155762,55
09/04/2021;Diesel;2580,11;13,37;8336,49;21509057,00;174960,55
10/04/2021;Diesel;2821,08;12,88;8326,20;23488870,00;194914,18
11/04/2021;Diesel;481,17;48,12;8286,52;3987198,00;198698,20
12/04/2021;Diesel;2729,97;13,51;8364,22;22834078,00;157457,73
13/04/2021;Diesel;3080,28;13,94;8338,17;25683922,00;157869,01
14/04/2021;Diesel;3124,33;15,54;8283,95;25881814,00;155876,61
15/04/2021;Diesel;2443,73;12,73;8378,28;20474257,00;167290,53
16/04/2021;Diesel;3493,36;15,25;8393,39;29321175,00;197790,08
17/04/2021;Diesel;2832,25;13,75;8401,26;23794458,00;214492,42
18/04/2021;Diesel;190,37;23,80;8478,36;1614008,00;207207,38
19/04/2021;Diesel;2575,95;12,88;8402,86;21645353,00;165771,95
20/04/2021;Diesel;2935,07;13,84;8407,80;24677498,00;162304,90
21/04/2021;Diesel;3330,29;15,56;8403,96;27987611,00;172691,09
22/04/2021;Diesel;3075,88;14,24;8444,98;25975716,00;156511,14
23/04/2021;Diesel;3176,88;15,50;8447,77;26837538,00;164615,40
24/04/2021;Diesel;2947,85;13,40;8448,75;24905636,00;166816,18
25/04/2021;Diesel;242,05;48,41;8622,49;2087083,00;221433,80
26/04/2021;Diesel;1777,09;20,19;8351,80;14841926,00;180229,55
27/04/2021;Diesel;3312,52;14,40;8459,57;28022511,00;164746,59
28/04/2021;Diesel;2518,16;14,23;8462,58;21310120,00;155490,58
29/04/2021;Diesel;3027,63;14,63;8436,06;25541303,00;158788,73
30/04/2021;Diesel;2910,24;14,62;8447,48;24584208,00;155010,62
01/05/2021;Diesel;1334,23;12,35;8433,92;11252753,00;167170,59
02/05/2021;Diesel;103,26;14,75;8192,14;845937,00;271218,00
03/05/2021;Diesel;2293,49;15,09;8371,59;19200193,00;152468,59
04/05/2021;Diesel;2507,43;12,73;8369,55;20986031,00;159808,24
05/05/2021;Diesel;1939,69;14,06;8384,09;16262553,00;173234,83
06/05/2021;Diesel;2270,61;12,54;8345,94;18950397,00;164289,87
07/05/2021;Diesel;2457,01;13,35;8398,95;20636277,00;158724,40
08/05/2021;Diesel;2351,34;14,00;8352,82;19640318,00;156713,11
