Date;Producto ;Cantidad;Cantidad_prom;Precio;Total_Venta;Kilometraje
09/05/2021;Diesel;124,24;17,75;7993,23;993111,00;200958,14
10/05/2021;Diesel;2123,75;12,95;8411,35;17863623,00;185161,68
11/05/2021;Diesel;2808,75;13,44;8383,54;23547262,00;177397,97
12/05/2021;Diesel;2852,95;14,26;8444,77;24092544,00;164719,83
13/05/2021;Diesel;3004,45;13,47;8385,48;25193752,00;174171,48
14/05/2021;Diesel;2303,68;14,05;8404,31;19360857,00;175655,75
15/05/2021;Diesel;2816,55;13,61;8404,96;23672939,00;160325,74
16/05/2021;Diesel;310,27;34,47;8351,45;2591164,00;182825,00
17/05/2021;Diesel;1441,36;16,96;8389,05;12091655,00;157994,53
18/05/2021;Diesel;2619,42;13,16;8357,98;21893047,00;155323,10
19/05/2021;Diesel;2252,26;13,25;8373,99;18860392,00;156390,00
20/05/2021;Diesel;3219,96;14,84;8411,33;27084166,00;158064,64
21/05/2021;Diesel;2835,78;15,08;8370,63;23737223,00;158678,60
22/05/2021;Diesel;3194,98;15,36;8360,33;26711067,00;169339,27
23/05/2021;Diesel;393,53;26,24;8481,76;3337861,00;200412,53
24/05/2021;Diesel;2891,38;14,60;8386,55;24248723,00;148974,67
25/05/2021;Diesel;2864,98;14,47;8400,63;24067624,00;168949,17
26/05/2021;Diesel;2363,13;13,20;8369,73;19778752,00;165277,09
27/05/2021;Diesel;3604,85;15,67;8372,17;30180416,00;152600,17
28/05/2021;Diesel;2070,52;13,71;8386,62;17364648,00;188271,33
29/05/2021;Diesel;2865,15;14,18;8386,85;24029554,00;155725,77
30/05/2021;Diesel;641,32;53,44;8307,41;5327714,00;228059,67
31/05/2021;Diesel;2358,00;13,17;8402,73;19813645,00;162447,64
01/06/2021;Diesel;2747,59;14,61;8382,71;23032222,00;157434,54
02/06/2021;Diesel;3448,57;16,66;8270,99;28523042,00;175721,83
03/06/2021;Diesel;3191,69;14,19;8378,10;26740295,00;162890,99
04/06/2021;Diesel;3261,82;15,91;8282,15;27014847,00;161151,97
05/06/2021;Diesel;2932,05;13,90;8332,05;24429932,00;155467,21
06/06/2021;Diesel;616,88;28,04;8303,57;5122263,00;258985,27
07/06/2021;Diesel;1429,51;16,24;8227,92;11761924,00;176845,08
08/06/2021;Diesel;3449,99;15,00;8370,35;28877650,00;155043,22
09/06/2021;Diesel;2982,71;14,48;8304,19;24768989,00;156513,14
10/06/2021;Diesel;3405,41;14,87;8319,05;28329753,00;165506,21
11/06/2021;Diesel;3262,69;15,54;8333,23;27188766,00;179979,63
12/06/2021;Diesel;3175,01;14,98;8307,57;26376578,00;153232,48
13/06/2021;Diesel;523,28;34,89;8388,34;4389478,00;268478,53
14/06/2021;Diesel;1509,73;13,85;8289,97;12515587,00;145176,53
15/06/2021;Diesel;3019,45;14,66;8298,19;25055967,00;228012,41
16/06/2021;Diesel;3148,57;15,43;8382,79;26393809,00;599304,75
17/06/2021;Diesel;3333,78;15,02;8381,95;27943612,00;183713,46
18/06/2021;Diesel;3122,41;15,46;8367,84;26127802,00;167163,28
19/06/2021;Diesel;3170,34;14,81;8353,86;26484577,00;161162,41
20/06/2021;Diesel;486,95;32,46;8371,60;4076565,00;282768,00
21/06/2021;Diesel;2835,96;13,57;8411,40;23854399,00;163316,28
22/06/2021;Diesel;3540,81;16,39;8352,30;29573915,00;182306,28
23/06/2021;Diesel;2675,59;14,16;8400,68;22476752,00;166835,04
24/06/2021;Diesel;3193,24;15,28;8405,53;26840848,00;166793,08
25/06/2021;Diesel;3038,59;14,82;8355,35;25388471,00;160115,99
26/06/2021;Diesel;2893,37;13,91;8385,79;24263215,00;182634,38
27/06/2021;Diesel;431,24;43,12;8336,15;3594848,00;242621,30
28/06/2021;Diesel;2812,73;14,06;8442,27;23745864,00;158083,71
29/06/2021;Diesel;2981,42;14,40;8397,20;25035573,00;157123,74
30/06/2021;Diesel;2845,43;14,67;8428,60;23982991,00;175504,27
01/07/2021;Diesel;3478,66;15,60;8404,05;29234860,00;164923,42
02/07/2021;Diesel;3052,03;14,74;8391,84;25612152,00;249505,40
03/07/2021;Diesel;3145,57;14,36;8335,54;26220045,00;165212,95
04/07/2021;Diesel;528,85;66,11;8345,45;4413516,00;213673,00
05/07/2021;Diesel;1153,99;13,11;8354,94;9641480,00;185935,09
06/07/2021;Diesel;2986,17;12,98;8365,58;24981027,00;163986,85
07/07/2021;Diesel;3399,57;15,89;8351,26;28390722,00;163022,65
08/07/2021;Diesel;2706,98;14,03;8361,30;22633818,00;165578,21
09/07/2021;Diesel;3357,20;15,61;8341,90;28005385,00;180591,07
10/07/2021;Diesel;3159,23;14,97;8381,04;26477627,00;159612,58
11/07/2021;Diesel;520,38;43,36;8345,11;4342585,00;270889,25
12/07/2021;Diesel;3150,31;15,07;8315,12;26195214,00;162510,33
13/07/2021;Diesel;3231,39;14,89;8377,26;27070214,00;174163,00
14/07/2021;Diesel;2918,99;14,59;8322,64;24293674,00;174348,10
15/07/2021;Diesel;3278,95;15,18;8371,20;27448745,00;290921,24
16/07/2021;Diesel;3180,56;15,59;8344,07;26538772,00;238819,01
17/07/2021;Diesel;3057,38;14,77;8364,14;25572374,00;163627,29
18/07/2021;Diesel;465,71;23,29;8295,12;3863079,00;140911,90
19/07/2021;Diesel;3049,04;14,18;8390,11;25581769,00;158424,89
20/07/2021;Diesel;1745,77;13,53;8383,94;14636468,00;150875,69
21/07/2021;Diesel;3405,99;15,77;8308,40;28298291,00;152119,60
22/07/2021;Diesel;3292,47;14,38;8385,04;27607515,00;189219,69
23/07/2021;Diesel;3152,20;15,76;8400,92;26481399,00;170524,03
24/07/2021;Diesel;2918,22;14,24;8428,34;24595725,00;233907,28
25/07/2021;Diesel;367,83;36,78;8174,54;3006817,00;243727,80
26/07/2021;Diesel;2951,81;13,92;8427,57;24876591,00;170496,75
27/07/2021;Diesel;3293,82;14,26;8426,83;27756493,00;162799,54
28/07/2021;Diesel;2938,61;14,48;8418,36;24738277,00;164773,05
29/07/2021;Diesel;3413,36;14,59;8416,07;28727037,00;166293,43
30/07/2021;Diesel;2933,65;14,31;8423,86;24712655,00;172750,19
31/07/2021;Diesel;3058,08;14,92;8395,35;25673635,00;275283,82
01/08/2021;Diesel;293,51;26,68;8551,17;2509888,00;322349,55
02/08/2021;Diesel;3219,76;14,25;8354,82;26900504,00;162177,33
03/08/2021;Diesel;2968,78;14,34;8379,75;24877658,00;171457,88
04/08/2021;Diesel;2943,79;14,29;8356,74;24600476,00;177149,39
05/08/2021;Diesel;3484,86;15,22;8364,98;29150754,00;169514,54
06/08/2021;Diesel;3093,38;14,59;8343,20;25808721,00;192826,73
07/08/2021;Diesel;1962,25;13,63;8436,06;16553643,00;160975,66
08/08/2021;Diesel;382,88;31,91;8279,81;3170181,00;240086,33
09/08/2021;Diesel;3376,06;15,49;8336,71;28145251,00;164158,28
10/08/2021;Diesel;3126,80;13,65;8378,32;26197308,00;171414,33
11/08/2021;Diesel;3270,50;14,93;8365,74;27360169,00;169775,59
12/08/2021;Diesel;3517,14;15,10;8362,96;29413653,00;168417,93
13/08/2021;Diesel;3120,72;15,22;8395,30;26199400,00;168062,36
14/08/2021;Diesel;3390,38;15,34;8332,34;28249779,00;172768,17
15/08/2021;Diesel;304,27;23,41;8394,94;2554302,00;214182,54
16/08/2021;Diesel;1306,44;14,85;8327,39;10879223,00;164943,83
17/08/2021;Diesel;3146,24;13,68;8375,17;26350300,00;168386,57
18/08/2021;Diesel;3221,85;13,83;8376,54;26987954,00;177485,17
19/08/2021;Diesel;3177,97;15,21;8373,82;26611728,00;181800,87
20/08/2021;Diesel;3232,26;14,30;8388,72;27114552,00;180902,92
21/08/2021;Diesel;3222,41;15,06;8403,22;27078602,00;201994,63
22/08/2021;Diesel;400,10;36,37;8312,41;3325805,00;210595,27
23/08/2021;Diesel;2879,47;13,33;8432,71;24281754,00;189558,37
24/08/2021;Diesel;3017,54;13,72;8421,33;25411724,00;163914,97
25/08/2021;Diesel;3140,86;15,78;8417,42;26437897,00;173980,81
26/08/2021;Diesel;3121,67;14,32;8432,10;26322242,00;180649,60
27/08/2021;Diesel;3112,03;14,75;8450,56;26298367,00;165562,08
28/08/2021;Diesel;3291,15;15,17;8403,46;27657037,00;202825,22
29/08/2021;Diesel;421,95;24,82;8402,52;3545410,00;253320,53
30/08/2021;Diesel;2800,49;14,14;8449,99;23664095,00;170597,44
31/08/2021;Diesel;3221,59;14,01;8422,81;27134870,00;165159,51
01/09/2021;Diesel;3312,13;16,00;8380,01;27755665,00;178306,26
02/09/2021;Diesel;3284,57;14,28;8389,49;27555829,00;171644,01
03/09/2021;Diesel;3119,13;15,14;8361,92;26081892,00;168104,66
04/09/2021;Diesel;3255,73;14,41;8350,29;27186254,00;168248,19
05/09/2021;Diesel;227,61;28,45;8133,63;1862396,00;263786,38
06/09/2021;Diesel;3011,76;14,76;8401,00;25224719,00;163189,13
07/09/2021;Diesel;2816,61;13,74;8392,81;23594858,16;178459,08
08/09/2021;Diesel;3341,05;16,30;8427,56;28043710,00;169385,11
09/09/2021;Diesel;3015,92;14,43;8373,13;25227451,00;322544,62
10/09/2021;Diesel;3157,52;14,89;8435,00;26594072,00;418814,88
11/09/2021;Diesel;2990,55;15,58;8485,92;25269237,00;513284,71
12/09/2021;Diesel;341,97;26,31;8476,92;2896039,00;257248,54
13/09/2021;Diesel;3107,67;14,52;8523,16;26521965,00;359298,94
14/09/2021;Diesel;3144,09;14,62;8521,29;26698833,00;162310,76
15/09/2021;Diesel;2986,44;15,89;8519,45;25403589,00;188639,48
16/09/2021;Diesel;3091,36;14,65;8542,30;26367237,00;158141,56
17/09/2021;Diesel;3491,49;15,94;8530,58;29729230,00;231121,05
18/09/2021;Diesel;3366,41;15,88;8519,01;28593705,98;182256,06
19/09/2021;Diesel;285,33;35,67;8659,00;2464535,00;246034,50
20/09/2021;Diesel;1753,14;19,06;8576,59;14937334,00;168691,28
21/09/2021;Diesel;3312,41;15,34;8592,48;28365121,00;157471,96
22/09/2021;Diesel;2987,18;14,16;8582,48;25599044,00;237068,26
23/09/2021;Diesel;3427,16;15,72;8564,11;29220188,00;162555,17
24/09/2021;Diesel;3168,31;15,31;8607,56;27245564,00;177739,19
25/09/2021;Diesel;3001,96;15,24;8584,11;25674476,00;167456,03
26/09/2021;Diesel;237,16;26,35;8567,89;2039995,00;176479,00
27/09/2021;Diesel;3169,24;15,93;8618,03;27222867,00;246062,11
28/09/2021;Diesel;3085,50;13,96;8574,91;26383434,00;253661,27
29/09/2021;Diesel;2868,62;14,49;8586,39;24607611,00;163851,69
30/09/2021;Diesel;3453,08;15,28;8574,19;29494645,00;175280,14
01/10/2021;Diesel;3372,62;15,69;8582,93;28922411,00;157121,85
02/10/2021;Diesel;2998,62;15,38;8517,88;25527985,00;193503,73
03/10/2021;Diesel;685,77;31,17;8600,14;5902075,00;260313,91
04/10/2021;Diesel;2869,17;14,13;8537,87;24452656,00;160070,19
05/10/2021;Diesel;3759,65;16,42;8528,80;31925976,00;174265,98
06/10/2021;Diesel;3536,76;16,84;8512,80;29984943,00;166201,57
07/10/2021;Diesel;3293,26;14,20;8519,17;28035054,00;161871,10
08/10/2021;Diesel;2963,05;15,04;8544,47;25285803,00;172906,82
09/10/2021;Diesel;3425,58;15,79;8501,17;28952588,00;158899,44
10/10/2021;Diesel;600,99;42,93;8558,14;5095932,00;158116,07
11/10/2021;Diesel;3090,28;15,37;8516,67;26310916,00;173048,91
12/10/2021;Diesel;3527,19;16,03;8512,70;29853937,00;160082,00
13/10/2021;Diesel;3832,17;17,58;8493,33;32424090,00;164941,67
14/10/2021;Diesel;3517,05;16,83;8527,58;30081738,00;169685,54
15/10/2021;Diesel;3342,15;15,76;8511,53;28384773,00;172720,38
16/10/2021;Diesel;3624,37;16,47;8513,73;30791223,00;166544,76
17/10/2021;Diesel;733,87;36,69;8513,85;6193684,00;133978,05
18/10/2021;Diesel;1077,79;14,97;8442,85;9121940,00;168573,03
19/10/2021;Diesel;3355,86;15,12;8544,92;28603776,00;164802,60
20/10/2021;Diesel;3544,89;16,04;8559,39;30294471,00;166458,61
21/10/2021;Diesel;3542,15;16,71;8590,49;30305422,00;171345,63
22/10/2021;Diesel;3686,80;16,76;8578,13;31504895,00;178084,19
23/10/2021;Diesel;3791,28;17,16;8576,36;32352907,00;170890,43
24/10/2021;Diesel;748,07;49,87;8614,67;6354239,00;217407,47
25/10/2021;Diesel;3075,22;14,11;8571,89;26355219,00;185970,32
26/10/2021;Diesel;3350,58;14,96;8570,12;28594360,00;176241,00
27/10/2021;Diesel;3673,10;18,01;8555,14;31327630,00;163152,11
28/10/2021;Diesel;3527,30;15,20;8569,59;30091853,00;169944,70
29/10/2021;Diesel;3285,53;15,14;8595,44;28228494,00;161626,30
30/10/2021;Diesel;3605,96;17,76;8561,81;30725202,00;155463,00
31/10/2021;Diesel;723,48;42,56;8759,88;6268804,00;240830,35
01/11/2021;Diesel;1604,96;12,35;8609,22;13817974,00;163263,75
02/11/2021;Diesel;4015,19;16,13;8545,09;34237467,00;175657,31
03/11/2021;Diesel;3574,43;15,68;8509,68;30254940,00;157417,83
04/11/2021;Diesel;3462,22;15,32;8510,26;29394797,00;168515,13
05/11/2021;Diesel;3583,46;15,79;8515,79;30459741,00;167491,97
06/11/2021;Diesel;3296,06;16,08;8531,39;28065973,00;165713,54
07/11/2021;Diesel;760,53;36,22;8412,90;6421887,00;479061,19
08/11/2021;Diesel;3288,77;15,96;8502,17;27881298,00;185192,61
09/11/2021;Diesel;3680,55;16,14;8501,86;31153110,00;167907,24
10/11/2021;Diesel;3305,20;15,59;8508,90;27957724,00;170221,42
11/11/2021;Diesel;3573,55;16,02;8497,59;30298956,00;160672,42
12/11/2021;Diesel;3458,10;15,58;8488,04;29261215,00;167735,27
13/11/2021;Diesel;3230,99;15,31;8505,51;27433851,00;170861,91
14/11/2021;Diesel;730,20;56,17;8524,85;6166273,00;218465,38
15/11/2021;Diesel;1558,14;14,98;8442,57;13114014,00;149407,47
16/11/2021;Diesel;3495,24;15,07;8531,05;29792004,00;160881,16
17/11/2021;Diesel;3746,26;17,11;8490,61;31692953,00;163983,04
18/11/2021;Diesel;3218,25;14,18;8518,90;27410439,00;175497,15
19/11/2021;Diesel;3384,85;15,46;8531,24;28776993,00;171458,97
20/11/2021;Diesel;3408,60;15,78;8537,16;29001710,00;181626,36
21/11/2021;Diesel;678,39;48,46;8593,07;5809585,00;224905,57
22/11/2021;Diesel;3068,59;15,74;8597,35;26332354,00;170074,17
23/11/2021;Diesel;3949,69;16,88;8540,71;33629113,00;164425,07
24/11/2021;Diesel;3364,62;15,29;8575,68;28781172,00;160964,32
25/11/2021;Diesel;3453,19;15,55;8551,47;29426181,80;165200,39
26/11/2021;Diesel;3206,85;15,27;8564,24;27432637,00;166151,50
27/11/2021;Diesel;3331,98;16,33;8562,45;28430659,00;177626,90
28/11/2021;Diesel;605,79;35,63;8656,88;5189628,00;253555,12
29/11/2021;Diesel;3350,96;15,96;8561,77;28652336,00;178139,52
30/11/2021;Diesel;3900,53;16,96;8533,36;33119926,00;180163,83
01/12/2021;Diesel;3669,77;16,91;8494,47;31058828,00;160013,55
02/12/2021;Diesel;3326,63;15,40;8480,31;28183431,00;163930,32
03/12/2021;Diesel;3767,69;16,60;8520,84;32049567,00;240770,13
04/12/2021;Diesel;3644,36;17,03;8583,73;31120820,00;159336,80
05/12/2021;Diesel;879,63;36,65;8652,88;7543990,00;267841,00
06/12/2021;Diesel;3490,43;15,79;8685,27;30336388,00;155432,17
07/12/2021;Diesel;4066,02;17,83;8643,86;35038090,00;174006,17
08/12/2021;Diesel;2607,84;16,61;8715,82;22668762,00;155673,64
09/12/2021;Diesel;3850,86;15,98;8665,04;33357774,00;179819,95
10/12/2021;Diesel;3185,57;16,77;8681,93;27637865,60;177105,23
11/12/2021;Diesel;4437,67;17,75;8654,53;38305728,00;191198,44
12/12/2021;Diesel;663,59;33,18;8752,90;5773201,00;220143,65
13/12/2021;Diesel;2954,24;18,24;8682,17;25639255,00;159324,91
14/12/2021;Diesel;4449,24;15,83;8679,79;38491037,00;158289,49
15/12/2021;Diesel;3892,40;17,86;8643,57;33512554,00;162681,61
16/12/2021;Diesel;3891,75;15,95;8667,37;33697817,00;188609,47
17/12/2021;Diesel;3425,42;15,57;8673,45;29650541,00;195211,29
18/12/2021;Diesel;4054,57;17,71;8694,48;35206447,00;172926,80
19/12/2021;Diesel;1655,24;18,81;8672,14;14327805,00;170168,92
20/12/2021;Diesel;3639,22;15,82;8718,74;31625431,00;164508,55
21/12/2021;Diesel;4148,51;17,36;8702,27;36019831,00;160065,99
22/12/2021;Diesel;3603,79;15,60;8740,90;31409682,00;175919,77
23/12/2021;Diesel;4322,94;17,02;8745,21;37721610,00;163991,57
24/12/2021;Diesel;2520,07;13,40;8741,98;21965734,00;491761,95
25/12/2021;Diesel;585,83;58,58;8531,00;4983794,00;13291,10
26/12/2021;Diesel;854,36;14,48;8625,54;7463916,00;287316,00
27/12/2021;Diesel;3535,83;14,98;8749,40;30874213,00;157059,76
28/12/2021;Diesel;3742,12;15,27;8724,47;32612890,00;167235,73
29/12/2021;Diesel;3874,15;16,63;8697,64;33575058,00;157271,18
30/12/2021;Diesel;3911,40;15,46;8725,85;34058034,00;175411,35
31/12/2021;Diesel;1973,49;13,07;8769,01;17289662,00;166996,85
01/01/2022;Diesel;154,55;77,28;8594,50;1327669,00;20357,00
02/01/2022;Diesel;198,68;22,08;8795,44;1762064,00;174361,67
03/01/2022;Diesel;3154,33;16,09;8797,63;27641270,00;168080,21
04/01/2022;Diesel;3204,43;14,90;8826,26;28205559,00;178176,79
05/01/2022;Diesel;3757,31;17,00;8860,05;33232422,00;171937,85
06/01/2022;Diesel;3953,45;17,19;8834,22;34829391,00;160945,47
07/01/2022;Diesel;3992,93;17,83;8829,63;35072962,00;152264,79
08/01/2022;Diesel;2850,52;14,69;8826,97;25104134,00;158603,10
09/01/2022;Diesel;953,09;52,95;8625,50;8273862,00;92001,94
10/01/2022;Diesel;1695,39;15,99;8747,78;14788434,00;152204,76
11/01/2022;Diesel;3928,22;16,17;8852,85;34558852,00;148545,30
12/01/2022;Diesel;3454,89;17,45;8774,34;30232264,00;158147,11
13/01/2022;Diesel;4220,40;16,68;8847,23;37191708,00;159971,66
14/01/2022;Diesel;3271,09;15,50;8847,74;28905764,00;160361,99
15/01/2022;Diesel;4147,88;18,52;8805,20;36377208,00;171920,29
16/01/2022;Diesel;627,18;34,84;8712,94;5456292,00;127793,39
17/01/2022;Diesel;3257,30;14,29;8839,11;28859979,00;532590,77
18/01/2022;Diesel;3858,99;17,15;8822,64;33857728,00;163199,07
19/01/2022;Diesel;4089,10;17,04;8855,21;36121431,00;166505,88
20/01/2022;Diesel;3740,67;15,52;8825,75;32939080,00;160192,00
21/01/2022;Diesel;3412,51;15,95;8870,09;30190306,00;170210,54
22/01/2022;Diesel;3742,83;16,78;8827,16;32897761,00;168184,49
23/01/2022;Diesel;910,79;45,54;8701,20;7887915,00;159002,75
24/01/2022;Diesel;3034,32;14,18;8850,64;26917182,00;190065,55
25/01/2022;Diesel;3970,69;17,12;8854,75;35085616,00;161182,69
26/01/2022;Diesel;3990,36;17,66;8854,31;35109819,00;149856,82
27/01/2022;Diesel;3526,74;15,20;8871,28;31225060,00;190033,95
28/01/2022;Diesel;3564,39;16,35;8907,96;31609642,00;161033,49
29/01/2022;Diesel;3533,02;15,63;8860,31;31077795,00;162587,11
30/01/2022;Diesel;446,33;40,58;9070,18;3982752,00;139317,27
31/01/2022;Diesel;3519,40;15,37;8896,67;31221815,00;171802,44
01/02/2022;Diesel;3760,64;16,35;8878,98;33243085,00;177441,16
02/02/2022;Diesel;3799,06;17,43;8877,65;33623050,00;157269,31
03/02/2022;Diesel;3779,20;16,08;8828,37;33277438,00;172076,23
04/02/2022;Diesel;3652,97;15,88;8823,53;32091402,00;184262,02
05/02/2022;Diesel;3452,10;15,91;8811,19;30255380,00;170576,82
06/02/2022;Diesel;696,81;46,45;9040,60;6230739,00;181192,13
07/02/2022;Diesel;3656,52;14,86;8859,30;32296720,00;160676,04
08/02/2022;Diesel;3938,08;16,34;8835,02;34637376,00;159361,68
09/02/2022;Diesel;3658,97;17,26;8816,71;32162682,00;168561,77
10/02/2022;Diesel;4308,12;16,89;8837,65;37979150,00;177355,39
11/02/2022;Diesel;3815,18;16,81;8844,26;33623545,00;166194,87
12/02/2022;Diesel;3597,57;16,58;8830,16;31615476,00;156897,01
13/02/2022;Diesel;667,70;55,64;8700,00;5802084,00;168923,00
14/02/2022;Diesel;3317,77;14,43;8834,44;29296100,00;186507,47
15/02/2022;Diesel;4448,82;19,01;8835,76;39187949,00;156942,02
16/02/2022;Diesel;4002,53;17,55;8839,04;35263632,00;151537,27
17/02/2022;Diesel;3981,32;16,87;8842,64;35064070,00;192714,40
18/02/2022;Diesel;4103,47;17,92;8830,48;36097630,00;160991,05
19/02/2022;Diesel;3824,68;16,63;8805,50;33599702,00;177400,93
20/02/2022;Diesel;764,97;47,81;8868,75;6721125,00;179585,38
21/02/2022;Diesel;3410,99;14,96;8862,57;30166032,00;161961,28
22/02/2022;Diesel;4215,74;17,42;8846,48;37210921,00;175237,76
23/02/2022;Diesel;4100,16;17,23;8828,37;36002045,00;157673,79
24/02/2022;Diesel;3859,23;16,71;8873,35;34299923,00;157957,13
25/02/2022;Diesel;3812,74;16,80;8844,04;33617308,00;165992,04
26/02/2022;Diesel;3906,78;16,99;8832,30;34374068,00;164403,24
27/02/2022;Diesel;578,86;41,35;8922,57;5144943,00;221116,86
28/02/2022;Diesel;3359,58;15,34;8889,51;29832699,00;165284,07
01/03/2022;Diesel;4061,28;17,89;8872,97;35874404,00;173862,04
02/03/2022;Diesel;3491,29;14,98;8895,72;30950178,00;161027,12
03/03/2022;Diesel;4642,78;18,42;8819,45;40820737,00;157861,97
04/03/2022;Diesel;3822,84;16,77;8823,43;33631063,00;177190,50
05/03/2022;Diesel;3764,66;17,11;8813,02;32931896,00;159482,67
06/03/2022;Diesel;1062,96;44,29;8767,50;9270991,00;107201,67
07/03/2022;Diesel;2075,86;19,40;8804,02;18263351,00;159378,32
08/03/2022;Diesel;3891,48;16,21;8838,81;34378131,00;174184,86
09/03/2022;Diesel;4296,78;18,28;8809,40;37709828,00;162805,77
10/03/2022;Diesel;3970,11;16,97;8811,73;34819160,00;163421,28
11/03/2022;Diesel;3965,84;16,52;8830,56;34873351,00;170105,48
12/03/2022;Diesel;3316,14;16,66;8816,21;29249823,00;179553,81
13/03/2022;Diesel;315,21;52,54;8613,33;2693707,00;142849,50
14/03/2022;Diesel;3146,11;14,43;8847,00;27815941,00;153697,00
15/03/2022;Diesel;4791,02;19,01;8831,54;42091394,00;161164,15
16/03/2022;Diesel;3879,33;16,65;8811,15;34158158,00;168048,87
17/03/2022;Diesel;3944,52;16,37;8831,03;34736258,00;166496,72
18/03/2022;Diesel;4138,75;17,39;8842,03;36437020,00;309125,41
19/03/2022;Diesel;3491,30;16,24;8812,96;30684429,00;161245,85
20/03/2022;Diesel;890,14;44,51;8844,25;7822861,00;98693,80
21/03/2022;Diesel;1466,53;13,84;8825,87;12960646,00;162861,48
22/03/2022;Diesel;3749,53;15,43;8847,83;33127420,00;172894,08
23/03/2022;Diesel;4016,35;17,39;8843,95;35395008,00;169868,32
24/03/2022;Diesel;4493,61;17,76;8840,08;39559742,00;154665,35
25/03/2022;Diesel;3513,62;15,90;8872,76;31094693,00;163767,13
26/03/2022;Diesel;3678,18;17,52;8834,52;32338994,00;154389,62
27/03/2022;Diesel;1219,33;43,55;8751,43;10647012,00;150871,07
28/03/2022;Diesel;3352,04;15,24;8903,92;29719547,00;203148,37
29/03/2022;Diesel;3937,76;18,57;8925,30;35014839,00;167084,48
30/03/2022;Diesel;4060,49;17,43;8869,51;35788470,00;157839,71
31/03/2022;Diesel;4238,93;16,69;8894,09;37548920,00;161354,01
01/04/2022;Diesel;3866,46;16,96;8871,44;34056930,00;156027,66
02/04/2022;Diesel;3485,09;15,84;8802,87;30538895,00;153691,86
03/04/2022;Diesel;971,63;46,27;8798,14;8439038,00;147534,71
04/04/2022;Diesel;3324,97;14,84;8857,03;29456834,00;168378,87
05/04/2022;Diesel;4494,16;18,73;8854,06;39627629,00;172977,15
06/04/2022;Diesel;4042,28;17,89;8796,96;35406707,00;164580,07
07/04/2022;Diesel;4318,06;18,77;8839,04;37916700,00;161237,90
08/04/2022;Diesel;4001,17;16,07;8832,61;35187291,00;139254,53
09/04/2022;Diesel;3308,06;15,60;8817,09;29082613,00;153437,96
10/04/2022;Diesel;1876,88;28,44;8701,29;16303056,00;168861,95
11/04/2022;Diesel;3975,52;16,50;8871,47;35206433,00;159865,11
12/04/2022;Diesel;4109,66;17,64;8812,04;36086176,00;150062,33
13/04/2022;Diesel;3972,98;16,83;8813,93;34871650,00;158821,61
14/04/2022;Diesel;2530,17;14,54;8835,41;22268554,00;140257,08
15/04/2022;Diesel;206,53;22,95;8585,56;1827615,00;156473,11
16/04/2022;Diesel;3085,46;13,84;8812,54;27179031,00;150248,30
17/04/2022;Diesel;368,19;30,68;8917,58;3236532,00;202048,50
18/04/2022;Diesel;3356,90;15,76;8828,46;29492314,00;159716,49
19/04/2022;Diesel;4545,08;17,69;8846,23;40057378,00;140219,93
20/04/2022;Diesel;3543,08;18,45;8819,10;31035664,00;162808,72
21/04/2022;Diesel;4530,59;17,03;8860,26;40053552,00;150072,65
22/04/2022;Diesel;3905,49;16,55;8861,81;34459011,00;159742,14
23/04/2022;Diesel;3682,82;16,51;8827,41;32371672,00;160101,55
24/04/2022;Diesel;588,42;73,55;8985,00;5211061,00;85191,63
25/04/2022;Diesel;3882,47;16,73;8893,05;34324855,00;164054,84
26/04/2022;Diesel;4107,48;16,90;8906,92;36313147,00;140073,86
27/04/2022;Diesel;3558,32;15,81;8904,26;31575669,00;152736,44
28/04/2022;Diesel;3986,11;16,68;8934,51;35392767,00;140706,98
29/04/2022;Diesel;3923,09;16,35;8887,12;34614053,00;153479,44
30/04/2022;Diesel;3200,39;15,77;8897,24;28305567,00;163441,65
01/05/2022;Diesel;822,50;48,38;8738,71;7106247,00;113260,35
02/05/2022;Diesel;2944,04;14,15;8895,93;26161219,00;144836,15
03/05/2022;Diesel;4603,09;18,87;8866,63;40563299,00;161285,55
04/05/2022;Diesel;4231,30;16,99;8814,77;37115375,00;147572,88
05/05/2022;Diesel;3712,11;16,28;8846,15;32718990,00;149619,81
06/05/2022;Diesel;3805,60;16,55;8842,58;33437633,00;170590,07
07/05/2022;Diesel;3451,44;16,84;8791,19;30151102,00;156202,66
08/05/2022;Diesel;1010,33;43,93;8683,00;8677208,00;139985,87
09/05/2022;Diesel;3404,55;15,06;8826,23;29986201,00;147910,81
10/05/2022;Diesel;3887,59;16,33;8862,09;34273202,00;149456,01
11/05/2022;Diesel;4516,64;18,14;8831,08;39640038,00;151967,31
12/05/2022;Diesel;3915,58;15,54;8842,67;34571541,00;149826,90
13/05/2022;Diesel;4057,74;16,77;8843,44;35705297,00;235388,13
14/05/2022;Diesel;3690,91;16,85;8828,16;32419057,00;149300,49
15/05/2022;Diesel;1176,94;42,03;8651,25;10036973,00;238458,54
16/05/2022;Diesel;3164,10;13,76;8871,50;28061821,00;150837,01
17/05/2022;Diesel;4232,28;17,78;8846,28;37341826,00;141888,16
18/05/2022;Diesel;4144,69;17,71;8832,32;36441760,00;148737,35
19/05/2022;Diesel;3992,97;16,92;8851,96;35231237,00;156924,01
20/05/2022;Diesel;3734,30;15,56;8827,83;32746936,00;142300,81
21/05/2022;Diesel;3939,66;16,28;8836,19;34655091,00;149694,58
